web_scraper_order,web_scraper_start_url,URL,Title,Ingredients,Preparation time,Conservation time,Level,Benefits
"1768683366-112","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/vernis-ongles-rose-aquarelle","Vernis à ongles rose aquarelle","~ 6 ml  Base Vernis à  ongles6 gPigment végétal Rouge Radis0.01 gColorant Empâtage blanc0.2 g","Préparation : 10  min","Coût : 0.7 € / ~6 ml","",""
"1768683396-113","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/baume-demaquillant-solide-cueillette-de-mures","Baume démaquillant solide cueillette de mûres","~100 ml Phase A Olivem 1000 - émulsifiant39 gCire de Carnauba BIO1.4 gHuile de Pépins de raisin27.6 gBeurre de Sal BIO18.4 gTensioactif Base Consistance sans palme10.8 gPhase BFragrance naturelle Mûre sauvage1 g","Préparation : 15  min","Conservation : ~6 mois","Niveau : Débutant","Adoucissant"
"1768683429-114","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/savon-bonne-mine-aux-agrumes","Savon bonne mine aux agrumes","~ 50 g Phase A Base de Savon Melt & Pour à l'Aloe vera BIO66 gPhase BHuile essentielle Citron de Sicile1,1 g soit 42 gouttesHuile essentielle Orange douce0.7 g soit 27 gouttesHuile essentielle Mandarine jaune0.4 g soit 15 gouttesColorant Empâtage blanc1 cuillère DROPPhase CMandarine séchée1 tranche","Préparation : 20  min","Conservation : ~6 mois *","Niveau : Débutant","Adoucissant"
"1768683464-115","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/serum-anti-age-linaloe","Sérum jeunesse au linaloe","~30 ml Phase A Hydrolat de Géranium bourbon BIO4 gPhase BGel natif d'Aloe Vera BIO24 gHuile d'Argan BIO2.1 gHuile essentielle Linaloe baies0.2 g soit 7 gouttes","Préparation : 10  min","Conservation : ~1 MOIS*","Niveau : Débutant","Anti-âge"
"1768683488-116","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/deodorant-stick-aux-fleurs-de-fragonia","Déodorant stick aux fleurs de Fragonia","~ 50 ml  Phase A Myristate d'isopropyle - Emollient17.5 gCire Cera Bellina18 gCaprylis - Emollient6.8 g Phase BActif Pierre d'alun en poudre2.3 gFragrance naturelle Fleur de Coton0.4 g soit 15 gouttesHuile essentielle Fragonia0.4 g soit 17 gouttes Antioxydant Vitamine E naturelle0.09 g soit 3 gouttes","Préparation : 15  min","Conservation : ~ 6 mois","Niveau : Débutant","Fraîcheur"
"1768683517-117","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/mon-bouquet-de-fleurs-pour-le-bain-fleur-blanche","Mon bouquet de fleurs pour le bain : fleur blanche","~35 gBase de Savon Melt & Pour à l'Aloe vera BIO29 gFragrance naturelle Lilas blanc0.9 g soit 35 gouttesColorant Empâtage blanc1 cuillère DROP","Préparation : 25  min","Conservation : ~6 mois *","Niveau : Débutant","Tous types de peaux"
"1768683548-118","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/huile-prestigieuse-lumiere-pour-le-corps","Huile prestigieuse lumière pour le corps","~50 ml Huile d'Abricot50 mlFragrance naturelle Moorea39 gouttesMica Poudre d'or3.5 cuillères TADMica Noisette scintillant0.5 cuillère TAD","Préparation : 10  min","Conservation : ~6 mois*","Niveau : Débutant","Bonne mine & bronzage"
"1768683577-119","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/soin-collagene-remodelant-ovale-du-visage","Soin collagène remodelant Ovale du visage","~ 30 ml Gel natif d'Aloe Vera BIO1 flacon de 30 mlActif cosmétique Peptides de collagène vegan1,5 g soit 23 gouttesActif BIO-remodelant1,5 gGélisucre BIO - émulsifiant2,2 g","Préparation : 5  min","Conservation : 1 mois*","Niveau : Débutant","Anti-âge"
"1768683608-120","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/fond-de-teint-mineral-sans-talc","Fond de teint minéral sans talc","~40 ml  Support de maquillage Séricite13 gActif Oxyde de zinc2 g Actif Microsphères de silice3 gActif Poudre de lumière0.6 g Touche de Douceur - poudre support1 g Oxyde minéral brun0.3 g soit 2 cuillères PINCH Oxyde minéral noir0.02 g soit 2 cuillères DROP Fragrance naturelle Douceur Lactée0.4 g soit 16 gouttes","Préparation : 15  min","Conservation : ~6 mois","Niveau : Débutant","Maquillage"
"1768683637-121","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/lait-corps-divine-silhouette","Lait corps divine silhouette","~100 ml Actif concentré anti-capitons1.8 mlHuile essentielle Pamplemousse sans furocoumarines BIO35 gouttes","Préparation : 10  min","Conservation : ~3 mois","Niveau : Débutant","Minceur"
"1768683667-122","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/beurre-de-coiffage-sans-rincage-sublime-boucles","Beurre de coiffage sans rinçage sublime boucles","~30 ml Beurre de Murumuru brut10 ml soit 1 cuillère à soupeHuile de Piqui BIO10 ml soit 1 cuillère à soupeHuile d'Argan BIO10 ml soit 1 cuillère à soupeFragrance naturelle Mangue tropicale15 gouttes","Préparation : 10  min","Conservation : ~6 mois*","Niveau : Débutant","Beauté capillaire"
"1768683700-123","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/elixir-anti-age-onagre-rose-musquee","Elixir jeunesse onagre & rose musquée","~ 50 ml  Huile d'Onagre BIO4.6 gHuile de Rose Musquée du Chili BIO4.6 gCaprylis - Emollient18 gFragrance naturelle Pétales de Rose0.6 gAntioxydant Vitamine E naturelle2 gouttes","Préparation : 10  min","Conservation : ~6 mois*","Niveau : Débutant","Anti-âge"
"1768683727-124","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/masque-purifiant-anti-imperfections-neem-menthe-verte","Masque ""Stop imperfections"" neem & menthe verte","Pour 1 masque  Poudre de Neem BIO3.8 g Poudre de Sidr BIO1.3 g Eau minérale18.5 g Huile de Nigelle BIO (Cumin noir)1.4 g Huile essentielle Menthe verte BIO0.03 g soit 1 goutte","Préparation : 5  min","Conservation : A utiliser de suite*","Niveau : Débutant","Astringent"
"1768683758-125","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/roll-sos-imperfections","Recette roll-on ""sos imperfections""","~ 15 mlDry Touch - Agent de toucher1 mlHuile essentielle Eucalyptus radié BIO2 gouttesHuile essentielle Tea tree (Arbre à Thé BIO)3 gouttesHuile visage précieuse BIO15 ml","Préparation : 5  min","Conservation : ~6 mois*","Niveau : Débutant","Purifiant"
"1768683787-126","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/stick-inhalateur-anti-migraine","Stick inhalateur ""tête légère""","~ 0,6 mlHuile essentielle Basilic doux à  linalol BIO0.3 ml soit 10 gouttes  Huile essentielle Lavande fine Altitude AOP Provence0.15 ml soit 5 gouttesHuile essentielle Menthe poivrée BIO0.15 ml soit 5 gouttes","Préparation : 5  min","Conservation : ~1 mois","Niveau : Débutant",""
"1768683818-127","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/rouge-levres-peach","Rouge à lèvres peach","Pour un flacon ~ 10 ml Phase A Colorant Empâtage blanc0.6 gOxyde minéral rose0.5 g soit 4 cuillères DASHBase de teint Abricot0.12 g soit 1 cuillère PINCHPhase BBase Stick Melt & Pour7 gFragrance naturelle Pêche à croquer0.1 g soit 5 gouttes","Préparation : 20  min","Conservation : ~6 mois *","Niveau : Confirmé","Maquillage"
"1768683849-128","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/lait-corporel-parfume-aux-fleurs-du-jardin","Lait corporel parfumé aux fleurs du jardin","~150 ml  Phase A Eau minérale127 gGomme Xanthane0.5 gPhase BCire émulsifiante n°3 sans palme4.5 gHuile de Camélia BIO15 gPhase CExtrait CO₂ Ambrette0.3 gFragrance naturelle Violette0.7 gFragrance naturelle Baby Doll0.4 gConservateur Cosgard0.9 gAntioxydant Vitamine E naturelle0.3 g","Préparation : 25  min","Conservation : ~3 mois*","Niveau : Avancé","Adoucissant"
"1768683877-129","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/masque-au-charbon-noir-desincrustant","Masque au charbon noir désincrustant","Pour 1 masque  Masque Peel-Off aux alginates marins 15G1 sachet de 15 gActif Charbon végétal activé2 cuillères 0.5 mlHuile essentielle Tea tree (Arbre à Thé)1 goutteEau de source faiblement minéralisée	45 ml","Préparation : 5  min","Conservation : A utiliser tout de suite*","Niveau : Débutant","Détox"
"1768683907-130","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/huile-de-massage-relaxante-aux-agrumes","Huile de massage aux agrumes relaxants","~100 ml Huile de massage et soin neutre BIO89.2 gHuile essentielle Orange douce1.3 g soit 53 gouttesHuile essentielle Petitgrain clémentinier de Corse BIO1 g soit 40 gouttesAbsolue de Benjoin de Siam0.2 g soit 6 gouttes","Préparation : 10  min","Conservation : ~6 mois*","Niveau : Débutant","Apaisant"
"1768683937-131","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/savon-pate-modeler-sweet-candy","Pâte à modeler lavante à la barbe à papa","~ 30 gPhase A Pâte à mousse6 gPoudre d'Amidon de Maïs BIO16.5 gGlycérine végétale - Emollient6.3 gFragrance naturelle Sweet candy1 gEau minérale1 gPhase BColorant naturel Rouge Baiser0.06 g soit 2 gouttes","Préparation : 15  min","Conservation : ~6 mois* une fois séchée","Niveau : Débutant","Tous types de peaux"
"1768683967-132","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/deodorant-spray-yuzu-sel-dhimalaya","Déodorant spray yuzu & sel d'Himalaya","~100 ml  Eau aromatique de Yuzu97 gConservateur Leucidal4 gSel rose de l'Himalaya1.4 gActif Pierre d'alun en poudre0.9 g","Préparation : 10  min","Conservation : ~3 mois*","Niveau : Débutant","Astringent"
"1768683999-133","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/bi-phase-demaquillant-en-duo-passion-cassis","Bi-phase démaquillant en duo passion & cassis","~50 ml Phase A Hydrolat de Cassis BIO25 gPhase BArôme naturel Fruit de la passion0,25 g soit 8 gouttesConservateur Extrait pépins de pamplemousse0,3 g soit 10 gouttesPhase CHuile de Fruit la Passion BIO11 gHuile de Jojoba BIO11,3 gAntioxydant Vitamine E naturelle0,06 g soit 2 gouttes","Préparation : 10  min","Conservation : ~3 mois *","Niveau : Débutant","Nutritif"
"1768684027-134","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/creme-fraiche-onctueuse-protectrice-et-reparatrice-mains-pieds","Crème onctueuse protectrice et réparatrice mains & pieds","~50 ml Phase A Beurre de Karité Nilotica brut12.5 gCire d'Abeille blanche1.5 gCire émulsifiante Olive Douceur4 gPhase BEau minérale27 gPhase CGlycérine végétale - Emollient1 gActif Provitamine B5 (Panthénol)2.5 gFragrance naturelle Beauty addict1 g soit 37 gouttesConservateur Naticide0.5 g soit 15 gouttes","Préparation : 25  min","Conservation : ~3 mois *","Niveau : Avancé","Nutritif"
"1768684057-135","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/creme-mains-hydratante-pain-d-epices","Crème mains hydratante Pain d'épices","~ 50 ml Crème mains neutre Acide hyaluronique & Avocat BIO50 gFragrance naturelle Pain d'épices0,4 g soit 14 gouttesActif Urée5 g","Préparation : 5  min","Conservation : ~3 mois *","Niveau : Débutant","Hydratant"
"1768684089-136","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/sublimateur-de-teint-aux-nacres-reflectrices-de-lumiere","Sublimateur de teint aux nacres réflectrices de lumière","~ 30 mlPhase A Huile d'Abricot3 gBase de teint Sable doré0,30 gCire émulsifiante Olive Douceur0,90 gPhase BEau minérale21,8 gGomme Xanthane0,1 gPhase CActif Poudre de lumière3 gMica Blanc brillant0,45 gFragrance naturelle Summer0,30 gAcide lactique0,03 g soit 1 goutteConservateur Cosgard0,18 g","Préparation : 25  min","Conservation : ~3 mois","Niveau : Avancé","Bonne mine & bronzage"
"1768684118-137","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/roll-relax-fleur-de-lavande","Roll-on relax fleur de lavande","~ 10 ml Huile essentielle Lavande vraie de Bulgarie BIO15 gouttesHuile de Sésame BIO9.5 ml","Préparation : 5  min","Conservation : ~ 6 mois*","Niveau : Débutant","Apaisant"
"1768684148-138","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/dentifrice-en-poudre-chlorelle-reglisse","Dentifrice naturel en poudre apaisant et purifiant","~ 80 mlArgile verte illite surfine18 gCarbonate de Calcium (blanc de Meudon)20 gHuile essentielle Citron de Sicile BIO0.8 g soit 35 gouttesPoudre de Réglisse2.5 gTensioactif Sodium cocoyl glutamate sans palme2.5 g","Préparation : 10  min","Conservation : ~6 mois*","Niveau : Débutant","Purifiant"
"1768684177-139","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/creme-de-douche-nuage-de-douceur","Recette crème de douche maison nuage de douceur","~100 ml  Phase A Eau minérale30 gGomme Xanthane0.5 gPhase BOlivem 1000 - émulsifiant6 gHuile d'Amande douce BIO5 gTensioactif Base douceur50 gPhase CFragrance naturelle Douceur d'Ange1.9 g soit 70 gouttesConservateur Cosgard0.6 g soit 19 gouttes","Préparation : 25  min","Conservation : ~ 3 mois*","Niveau : Débutant","Adoucissant"
"1768684210-140","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/masque-minute-anti-pelliculaire-au-patchouli","Masque minute au patchouli anti-pelliculaire","Pour 1 masque  Argile verte illite surfine6 gPoudre de Pivoine6 gHydrolat de Patchouli sauvage14 gHuile d'Amande douce BIO1.5 gActif Algo'Zinc1.5 gHuile essentielle Géranium Egypte0.1 gHuile essentielle Palmarosa BIO0.1 g","Préparation : 5  min","Conservation : A utiliser de suite *","Niveau : Débutant","Purifiant"
"1768684238-141","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/savon-noir-purifiant-au-charbon-rituel-du-japon","Savon noir au charbon purifiant rituel du Japon","~100 gPhase A Huile essentielle Lemongrass BIO1.4 g soit 55 gouttesHuile essentielle Géranium Egypte1.4 g soit 55 gouttesHuile essentielle Cyprès toujours vert0.8 g soit 32 gouttesActif Charbon végétal activé0.8 g soit 1 pelle de 2 mlPhase BEau22.5 gPhase CSoude caustique pure (solide)9.1 gPhase DBeurre de Karité (sauvage) désodorisé24 gHuile de Coprah BIO32 gHuile de Camélia BIO8 g","Préparation : 50  min","Conservation : ~6 mois","Niveau : Avancé","Purifiant"
"1768684267-142","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/creme-de-soin-delassante-pour-petons-fatigues","Crème de soin délassante pour petons fatigués","~50 ml Phase A Huile de Prune Gascogne BIO9.2 gEmulsan - émulsifiant5.2 gPhase BEau minérale36 gPhase CExtrait CO2 Grenade BIO (Huile végétale)1.5 gStéarate de magnésium - Agent de texture0.5 gConservateur Cosgard0.3 g soit 10 gouttes","Préparation : 25  min","Conservation : ~3 mois*","Niveau : Avancé","Apaisant"
"1768684297-143","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/huile-de-massage-delassante-apres-leffort","Huile de massage apaisante après l'effort","~100 ml Huile végétale Carthame BIO Linoléique87.8 gHuile essentielle Gaulthérie couchée1.8 gHuile essentielle Baies Roses0.9 gHuile essentielle Poivre noir BIO1 g","Préparation : 10  min","Conservation : ~6 mois*","Niveau : Débutant",""
"1768684327-144","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/savon-tout-doux-coco","Savon tout doux coco","~2 x 35 gBase de Savon Melt & Pour à l'Aloe vera BIO70 gFragrance naturelle Délice de Coco70 gouttes (1 flacon de 2 ml) Actif Lait de coco en poudre BIO6 gColorant Empâtage blanc1 cuillère PINCH","Préparation : 20  min","Conservation : ~6 mois *","Niveau : Débutant","Nutritif"
"1768684357-145","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/roll-force-energie","Roll-on « force & energie »","~ 10 ml Huile d'Abricot BIO9 g Huile essentielle Citron sans furocoumarines de Sicile BIO7 gouttes Huile essentielle Basilic sacré BIO 1 goutteHuile essentielle Tea tree (Arbre à Thé BIO)1 goutteHuile essentielle Epinette noire BIO2 gouttes","Préparation : 10  min","Conservation : ~6 mois *","Niveau : Débutant",""
"1768684387-146","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/shampooing-lumiere-aux-proteines-de-soie","Shampoing lumière aux protéines de soie","~100 ml  Base shampoing neutre sans palme96.5 gActif Protéines de Soie hydrolysées3.2 gGlycérine végétale - Emollient5.4 gHuile essentielle Citron vert BIO0.10 g soit 3 gouttes Mica Blanc brillant0.2 gHuile essentielle Mandarine rouge de Sicile BIO0.4 g soit 13 gouttes","Préparation : 15  min","Conservation : ~3 mois *","Niveau : Débutant","Fortifiant capillaire"
"1768684417-147","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/baume-nacre-pour-les-levres-la-fraise","Baume nacré pour les lèvres à la fraise","~7 ml   Phase A Beurre de Karité (sauvage) désodorisé2.3 gPhase BCire d'Abeille blanche1 gHuile de Vanille BIO (macérât huileux)3 gPhase CArôme Alimentaire naturel Fraise BIO0.1 gOxyde minéral rose0.02 g soit 2 cuillères DROPMica Blanc brillant0.07 g soit 1 cuillère PINCHAntioxydant Vitamine E naturelle0.01 g soit 1 goutte","Préparation : 30  min","Conservation : ~3 mois*","Niveau : Débutant","Nutritif"
"1768684450-148","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/composition-diffuser-bonne-humeur-pamplemousse-iary","Composition à diffuser ""bonne humeur"" pamplemousse & iary","Pour un flacon ~ 10 ml Huile essentielle Pamplemousse BIO4.5 gHuile essentielle Iary BIO1.4 gHuile essentielle Orange douce BIO2 gHuile essentielle Verveine odorante BIO1.1 gHuile essentielle Ylang-Ylang complète BIO0.1 g","Préparation : 5  min","Conservation : ~3 mois *","Niveau : Débutant",""
"1768684477-149","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/shampooing-sec-reflets-acajou","Shampoing sec pour cheveux acajou","~100 ml  Argile rouge surfine8 gExtrait de plante Poudre de Riz micronisée BIO27 gArgile illite jaune surfine11.2 gHenné d'Egypte - Colorant capillaire végétal24 gShikakai en poudre BIO7.2 gOxyde minéral rouge0.8 gFragrance naturelle Douceur d'Orient0.8 g","Préparation : 10  min","Conservation : ~6 mois*","Niveau : Débutant","Cheveux colorés"
"1768684507-150","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/fluide-revelateur-de-teint-carotte-acerola","Fluide révélateur de teint","~30 ml Phase A Huile de Carotte BIO (macérât huileux)7.2 gPhase BGélisucre BIO - émulsifiant3.3 gPhase CEau minérale18 gGomme Xanthane0.1 g soit 1 cuillère PINCHPhase DActif Concentré Eclat & Lumière0.8 gArôme naturel Abricot0.4 gConservateur Cosgard0.2 g soit 6 gouttes","Préparation : 35  min","Conservation : ~6 mois *","Niveau : Confirmé","Bonne mine & bronzage"
"1768684539-151","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/gloss-roll-fruite-pina-colada","Gloss roll-on fruité piña colada","~ 15 mlPhase A Huile de Coco BIO6 gSubstitut végétal de lanoline - Emollient6.3 gPhase BGlycérine végétale - Emollient3 gArôme alimentaire naturel Noix de coco0.1 g soit 4 gouttes","Préparation : 10  min","Conservation : ~ 6 mois","Niveau : Débutant","Tous types de peaux"
"1768684569-152","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/vernis-ongles-love-me","Vernis à ongles love me","~6 mlBase Vernis à  ongles6 gPigment végétal Rouge Radis0.3 gColorant naturel Rouge grenadine0.3 g","Préparation : 5  min","Coût : 0.8 € / ~6 ml","",""
"1768684597-153","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/apres-shampooing-solide-nourrissant-demelant","Après-shampoing solide nourrissant & démêlant","~80 gPhase A Alcool cétéarylique - Emulsifiant32 gBeurre de Cacao blanc pastilles BIO28 gConditionneur végétal8 gHuile de Ricin BIO7.7 gTensioactif Douceur de coco2.4 gPhase BHuile essentielle Mandarine verte BIO1 flacon de 2 ml soit 70 gouttes","Préparation : 20  min","Conservation : ~6 mois*","Niveau : Débutant","Beauté capillaire"
"1768684628-154","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/vernis-ongles-prune-desir","Vernis à ongles prune désir","~ 6 ml  Base Vernis à  ongles6 gMica Ombre Pourpre0.05 gOxyde minéral violet0.35 g","Préparation : 5  min","Coût : 0.8 € / ~6 ml","",""
"1768684657-155","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/creme-collagene-lift-intense","Crème collagène lift intense","~ 50 mlPhase A Olivem 1000 - émulsifiant4 gHuile de Figuier de Barbarie BIO (macérât huileux)9,2 gEau minérale40 gPhase BActif cosmétique Peptides de collagène vegan5,2 gActif Natur'lift1,5 gConservateur Dermosoft® 1388 eco2,5 g soit 58 gouttes","Préparation : 15  min","Conservation : 1 mois*","Niveau : Débutant","Anti-âge"
"1768684689-156","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/apres-shampooing-protecteur-reflets-acajou","Masque color'protect reflets acajou","~100 ml Phase A - Réalisation de l'infusion de Henné d'Égypte à 2% Eau minérale196 gHenné d'Egypte - Colorant capillaire végétal4 gPhase B - Réalisation du masque capillaireEmulsifiant BTMS10 gAlcool cétéarylique - Emulsifiant3 gHuile de Buriti18.2 gInfusion de Henné d'Égypte à 2% 64 gPhase CActif Céramides végétales3 gFragrance naturelle Sorbet d'abricot1 gConservateur Cosgard1 g","Préparation : 30  min","Conservation : ~1 mois*","Niveau : Avancé","Conditionneur capillaire"
"1768684719-157","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/huile-de-soin-cuticules-fruits-rouges","Huile de soin cuticules fruits rouges","~ 6 ml  Huile de Ricin BIO5.8 g Huile de Framboise2.8 gAntioxydant Vitamine E naturelle1 goutte Fragrance naturelle Nectar de Fruits rouges0.16 g soit 5 gouttesColorant naturel Rouge grenadine3 gouttes","Préparation : 5  min","Conservation : ~6 mois*","Niveau : Débutant","Nutritif"
"1768684747-158","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/eau-micellaire-nettoyante-pour-peaux-seches-lamande","Eau micellaire nettoyante pour peaux sèches à l'amande","~100 ml Tensioactif pour huiles rinçables5 gHuile d'Amande douce BIO2.3 gHuile essentielle Amande amère0.05 g soit 2 gouttesHydrolat de Fleurs d'oranger BIO92 gConservateur Cosgard0.6 g soit 20 gouttes","Préparation : 10  min","Conservation : ~3 mois*","Niveau : Débutant","Nutritif"
"1768684778-159","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/serum-purifiant-et-regulateur","Sérum purifiant et régulateur","~30 ml Gel natif d'Aloe Vera BIO30 mlActif Algo'Zinc28 gouttes","Préparation : 5  min","Conservation : ~1 mois*","Niveau : Débutant","Apaisant"
"1768684808-160","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/huile-protectrice-capillaire-au-yangu-kukui","Huile protectrice capillaire au yangu & kukui","~50 ml Huile de Kukui32.2 gHuile d'Yangu13.8 gHuile essentielle Bois de rose BIO0.45 g soit 18 gouttesHuile essentielle Amyris0.15 g soit 5 gouttesAntioxydant Vitamine E naturelle0.06 g soit 2 gouttes","Préparation : 5  min","Conservation : ~6 mois *","Niveau : Débutant","Nutritif"
"1768684838-161","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/shampooing-solide-cheveux-secs-fleur-dylang","Shampoing solide cheveux secs & crépus","~70 gPhase A Tensioactif SCI30 gPâte à mousse10 gEmulsifiant BTMS3.5 gEau minérale20 gHuile de Coco BIO4.6 gPhase BHuile essentielle Ylang-Ylang complète BIO20 gouttes","Préparation : 20  min","Conservation : ~6 mois*","Niveau : Avancé","Beauté capillaire"
"1768684869-162","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/body-butter-avocat","Body butter Avocat","~100 ml  Phase A Eau minérale60 gPhase BBeurre d'Avocat20 gCoco silicone - Emollient10 g Cire émulsifiante Olive Douceur10 g Phase CFragrance naturelle Aqua'zen3 gouttesChlorophylle liquide - colorant5 gouttesConservateur Cosgard20 gouttes","Préparation : 25  min","Conservation : ~3 mois","Niveau : Débutant","Adoucissant"
"1768684897-163","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/lait-corps-iles-du-paradis","Lait corps îles du paradis","~ 50 ml  Lait végétal neutre32 gGomme Xanthane0.3 gActif Ecran solaire naturel17 gFragrance naturelle Monoï0.3 g","Préparation : 15  min","Conservation : ~1 mois*","Niveau : Débutant","Protecteur & émollient"
"1768684927-164","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/shampoing-lhuile-essentielle-de-sauge-sclaree","Shampoing à l'huile essentielle de sauge sclarée","~250 mlBase shampoing neutre sans palme250 mlActif Algo'Zinc10 mlHuile essentielle Sauge sclarée de Provence BIO35 gouttes","Préparation : 10  min","Conservation : ~3 mois","Niveau : Débutant","Purifiant"
"1768684959-165","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/apres-shampooing-smoothie-carotte-abricot-anti-casse","Après-shampoing smoothie carotte & abricot","~100 ml Phase A Huile de Buriti2.1 gCaprylis - Emollient2.1 gHuile d'Abricot1.1 gPhase BHydrolat de Carotte sauvage BIO92 gGomme Xanthane0.22 g soit 1 cuillère DASHConditionneur végétal7.5 gPhase CArôme naturel Abricot1.6 gConservateur Cosgard0.7 g","Préparation : 25  min","Conservation : ~3 mois","Niveau : Débutant","Réparateur"
"1768684987-166","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/leave-special-brillance","Leave-in spécial brillance par Chap Chap","~30 ml Masque capillaire3 cuillères à soupeGlycérine végétale - Emollient1 cuillère à soupeHuile d'Hibiscus BIO1 cuillère à soupe","Préparation : 5  min","Conservation : ~3 mois *","Niveau : Débutant","Beauté capillaire"
"1768685018-167","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/masque-reparateur-et-unifiant-secret-des-mayas","Masque réparateur et unifiant secret des Mayas","1 masque Masque Peel-Off aux alginates marins 15G1 sachet de 15 gPoudre de Tépezcohuite1 cuillère 0.5 mlHuile essentielle Citron sans furocoumarines de Sicile BIO1 goutteEau de source faiblement minéralisée45 ml","Préparation : 5  min","Conservation : A utiliser de suite*","Niveau : Débutant","Hydratant"
"1768685048-168","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/composition-pour-diffuseur-par-capillarite-energie-purete","Composition pour diffuseur par capillarité energie & pureté","~ 50 ml  Huile essentielle Pin sylvestre BIO3 gHuile essentielle Citron de Sicile2.5 gHuile essentielle Romarin à verbénone de Corse BIO0.6 g soir 25 gouttesBase Parfum (alcool 90°)35.3 g","Préparation : 5  min","Conservation : ~6 mois*","Niveau : Débutant",""
