web_scraper_order,web_scraper_start_url,URL,Title,Prep time,Level,Ingredients
"1768734085-167","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/soap-making/melt-and-pour/marbled-lemon-soap-project/PS000198.html","Marbled Lemon Soap Project","1 hour","Beginner","Honey"
"1768734105-168","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/body-care/lotions-and-butters/honey-and-oat-body-cream-project/PS000199.html","Honey and Oat Body Cream Project","1 hour","Intermediate","Golden Oats Fragrance Oil"
"1768734126-169","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/beehive-soap-project/PS000200.html","Beehive Soap Project","30 minutes","Beginner","honey"
"1768734145-170","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/soap-making/cold-process/bramble-swirl-soap-project/PS000201.html","Bramble Swirl Soap Project","2 hours","Advanced","Bramble Berry Fragrance Oil"
"1768734165-171","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/skincare/oatmeal-and-honey-face-mask-project/PS000202.html","Oatmeal and Honey Face Mask Project","1 hour","Intermediate","jojoba"
"1768734185-172","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/soap-making/melt-and-pour/pumpkin-pie-soap-project/PS000203.html","Pumpkin Pie Soap Project","1 hour","Beginner",""
"1768734206-173","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/soap-making/melt-and-pour/gingerbread-man-soap-project/PS000204.html","Gingerbread Man Soap Project","1 hour","Beginner","Gingerbread Cookie Fragrance Oil"
"1768734225-174","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/bath-bombs/peppermint-candy-bath-bomb-project/PS000205.html","Peppermint Candy Bath Bomb Project","1 hour","Beginner","Candy Cane Fragrance Oil"
"1768734245-175","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/body-care/soaks-and-scrubs/simple-solid-scrub-project/PS000206.html","Simple Solid Scrub Project","30 minutes","Beginner","Cocoa butter"
"1768734265-176","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/body-care/lotions-and-butters/floral-body-salve-project/PS000208.html","Floral Body Salve Project","30 minutes","Beginner","olive oil"
"1768734285-177","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/candle-and-home/aromatherapy-beeswax-candle-project/PS000209.html","Aromatherapy Beeswax Candle Project","1 hour","Beginner","Flower with Big Dipper Wax Works"
"1768734305-178","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/candle-and-home/pumpkin-pie-candle-project/PS000210.html","Pumpkin Pie Candle Project","1 hour","Beginner","wooden wicks"
"1768734325-179","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/soap-making/cold-process/simple-and-gentle-soap-project/PS000211.html","Simple and Gentle Soap Project","1 hour","Beginner","coconut oil"
"1768734345-180","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/bath-bombs/bubbling-berry-bath-truffle-project/PS000212.html","Bubbling Berry Bath Truffle Project","1 hour","Intermediate","baking soda"
"1768734365-181","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/body-care/lotions-and-butters/whipped-aloe-body-butter-project/PS000213.html","Whipped Aloe Body Butter Project","30 minutes","Beginner","aloe butter"
"1768734385-182","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/soap-making/cold-process/pink-peony-soap-project/PS000214.html","Pink Peony Soap Project","2 hours","Intermediate","cocoa butter"
"1768734405-183","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/soap-making/melt-and-pour/terrarium-soap-project/PS000215.html","Terrarium Soap Project","2 hours","Intermediate","Lush Succulent Fragrance Oil"
"1768734425-184","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/candle-and-home/gingerbread-candle-project/PS000216.html","Gingerbread Candle Project","1 hour","Beginner","Cd-16 Wick"
"1768734445-185","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/bath-bombs/bath-bomb-cupcake-project/PS000217.html","Bath Bomb Cupcake Project","1 hour","Beginner","baking powder"
"1768734465-186","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/body-care/lotions-and-butters/aromatherapy-body-oil-project/PS000218.html","Aromatherapy Body Oil Project","30 minutes","Beginner","Hydrating Oil Base"
"1768734485-187","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/skincare/natural-lavender-face-toner-project/PS000219.html","Natural Lavender Face Toner Project","30 minutes","Beginner","skincare DIY recipe"
"1768734505-188","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/skincare/natural-rose-face-toner-project/PS000220.html","Natural Rose Face Toner Project","30 minutes","Beginner","Witch hazel"
"1768734525-189","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/skincare/natural-cucumber-face-toner-project/PS000221.html","Natural Cucumber Face Toner Project","30 minutes","Beginner","Witch hazel"
"1768734545-190","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/soap-making/cold-process/sunshine-poppies-soap-project/PS000223.html","Sunshine Poppies Soap Project","2 hours","Intermediate","Sunshine Poppies Fragrance Oil"
"1768734565-191","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/soap-making/cold-process/layered-handmade-soap-project/PS000224.html","Layered Handmade Soap Project","1 hour","Intermediate","Kelly Green Mica"
"1768734585-192","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/soap-making/cold-process/orange-grove-soap-project/PS000226.html","Orange Grove Soap Project","2 hours","Advanced","sodium lactate"
"1768734605-193","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/bath-bombs/pink-grapefruit-bath-bomb-project/PS000227.html","Pink Grapefruit Bath Bomb Project","1 hour","Beginner","2 Cavity Silicone Citrus Mold"
"1768734625-194","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/body-care/soaks-and-scrubs/pink-salt-scrub-project/PS000230.html","Pink Salt Scrub Project","30 minutes","Beginner","pink sea salt"
"1768734645-195","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/body-care/lotions-and-butters/tangerine-lotion-bar-project/PS000231.html","Tangerine Lotion Bar Project","30 minutes","Beginner","tangerine essential oil"
"1768734665-196","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/soap-making/melt-and-pour/berry-heart-soap-project/PS000232.html","Berry Heart Soap Project","2 hours","Intermediate","Bramble Berry Fragrance Oil"
"1768734685-197","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/skincare/vegan-lip-balm-project/PS000233.html","Vegan Lip Balm Project","30 minutes","Beginner","lip balm making"
"1768734705-198","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/candle-and-home/berry-candle-project/PS000234.html","Berry Candle Project","2 hours","Beginner","Fine Silver Rainbow EcoGlitter"
"1768734725-199","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/candle-and-home/succulent-candle-project/PS000235.html","Succulent Candle Project","2 hours","Intermediate","Particle Goods"
"1768734746-200","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/soap-making/cold-process/lemon-bar-soap-project/PS000237.html","Lemon Bar Soap Project","2 hours","Intermediate","Lemon Bar Fragrance Oil"
"1768734765-201","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/soap-making/cold-process/classic-rainbow-soap-project/PS000238.html","Classic Rainbow Soap Project","2 hours","Advanced","Gentle Quick Mix"
"1768734785-202","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/bath-bombs/easter-chick-bath-bomb-project/PS000239.html","Easter Chick Bath Bomb Project","2 hours","Intermediate","6 Bar Oval Silicone Mold"
"1768734826-203","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/soap-making/melt-and-pour/sea-clay-and-charcoal-soap-project/PS000241.html","Sea Clay and Charcoal Soap Project","1 hour","Intermediate","Color Blocks"
"1768734837-204","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/body-care/lotions-and-butters/vanilla-whipped-body-butter-project/PS000243.html","Vanilla Whipped Body Butter Project","1 hour","Beginner","cocoa butter"
"1768734857-205","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/soap-making/melt-and-pour/neapolitan-soap-project/PS000244.html","Neapolitan Soap Project","2 hours","Beginner","white"
"1768734877-206","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/bath-bombs/golden-egg-bath-truffle-project/PS000245.html","Golden Egg Bath Truffle Project","1 hour","Intermediate","Rose Gold Fragrance Oil"
"1768734898-207","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/soap-making/cold-process/pink-petals-soap-project/PS000249.html","Pink Petals Soap Project","2 hours","Advanced","Hanger Tool"
"1768734917-208","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/body-care/lotions-and-butters/rose-body-cream-project/PS000250.html","Rose Body Cream Project","1 hour","Intermediate","avocado"
"1768734938-209","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/soap-making/cold-process/rose-rebatch-soap-project/PS000251.html","Rose Rebatch Soap Project","1 hour","Beginner","Luxury Rebatch Soap"
"1768734957-210","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/body-care/lotions-and-butters/whipped-rose-body-butter-project/PS000252.html","Whipped Rose Body Butter Project","30 minutes","Beginner","avocado butter"
"1768734977-211","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/body-care/soaks-and-scrubs/pink-salt-scrub-bars-project/PS000253.html","Pink Salt Scrub Bars Project","1 hour","Beginner","Pink sea salt"
"1768734998-212","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/soap-making/cold-process/ginger-and-orange-soap-project/PS000254.html","Ginger and Orange Soap Project","2 hours","Intermediate","Gentle Quick Mix"
"1768735018-213","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/soap-making/cold-process/heart-the-rainbow-soap-project/PS000255.html","Heart the Rainbow Soap Project","2 hours","Intermediate","titanium dioxide"
"1768735038-214","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/soap-making/cold-process/moon-child-soap-cupcakes-project/PS000256.html","Moon Child Soap Cupcakes Project","2 hours","Intermediate","Moon Child Fragrance Oil"
"1768735058-215","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/soap-making/cold-process/bonfire-spin-swirl-soap-project/PS000257.html","Bonfire Spin Swirl Soap Project","2 hours","Advanced","Bonfire Fragrance Oil"
"1768735078-216","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/soap-making/cold-process/oat-milk-soap-project/PS000259.html","Oat Milk Soap Project","2 hours","Intermediate","jasmine flowers"
"1768735097-217","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/soap-making/melt-and-pour/monstera-leaf-soap-project/PS000260.html","Monstera Leaf Soap Project","1 hour","Beginner","Monstera Silicone Mold"
"1768735117-218","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/body-care/lotions-and-butters/monstera-leaf-lotion-bar-project/PS000261.html","Monstera Leaf Lotion Bar Project","30 minutes","Beginner","coconut oil"
"1768735138-219","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/soap-making/melt-and-pour/gentle-oatmeal-soap-project/PS000262.html","Gentle Oatmeal Soap Project","30 minutes","Beginner","oatmeal melt and pour base"
"1768735158-220","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/soap-making/melt-and-pour/magnolia-soap-project/PS000263.html","Magnolia Soap Project","30 minutes","Beginner",""
"1768735177-221","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/candle-and-home/magnolia-and-tonka-candle-project/PS000264.html","Magnolia and Tonka Candle Project","1 hour","Beginner","vanilla discoloration here"
"1768735198-222","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/bath-bombs/buttermilk-bath-truffle-project/PS000265.html","Buttermilk Bath Truffle Project","1 hour","Intermediate","Sultry Black Jasmine Fragrance Oil"
"1768735218-223","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/soap-making/cold-process/eucalyptus-and-cotton-soap-project/PS000266.html","Eucalyptus and Cotton Soap Project","2 hours","Intermediate","we used an 8% water discount"
"1768735237-224","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/body-care/soaks-and-scrubs/oat-and-walnut-body-scrub-project/PS000268.html","Oat and Walnut Body Scrub Project","30 minutes","Beginner","fragrance"
"1768735258-225","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/soap-making/cold-process/pumpkin-and-buttermilk-soap-project/PS000269.html","Pumpkin and Buttermilk Soap Project","2 hours","Intermediate","water discounting"
"1768735277-226","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/candle-and-home/midnight-magic-candle-project/PS000270.html","Midnight Magic Candle Project","2 hours","Beginner","How to Make Soy Wax Candles article"
"1768735298-227","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/soap-making/cold-process/cranberry-cocktail-soap-project/PS000271.html","Cranberry Cocktail Soap Project","2 hours","Advanced","Wild Cranberry and Aspen Fragrance Oil"
"1768735318-228","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/bath-bombs/sparkling-snowball-bath-truffle-project/PS000272.html","Sparkling Snowball Bath Truffle Project","1 hour","Intermediate","Silver Sparkle Fragrance Oil"
"1768735338-229","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/soap-making/cold-process/toil-and-trouble-soap-project/PS000273.html","Toil and Trouble Soap Project","2 hours","Intermediate","Night Violet Fragrance Oil"
"1768735357-230","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/candle-and-home/frosted-fir-layered-candle-project/PS000275.html","Frosted Fir Layered Candle Project","2 hours","Advanced","Sage Green Candle Dye Flakes"
"1768735378-231","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/bath-bombs/gold-glimmer-bath-bomb-project/PS000276.html","Gold Glimmer Bath Bomb Project","2 hours","Intermediate","DIY bath bomb supplies"
"1768735397-232","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/body-care/soaks-and-scrubs/golden-sugar-scrub-project/PS000277.html","Golden Sugar Scrub Project","30 minutes","Beginner","Gold Bursting Beads"
"1768735417-233","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/body-care/soaks-and-scrubs/lavender-and-buttermilk-bath-salt-project/PS000278.html","Lavender and Buttermilk Bath Salt Project","30 minutes","Beginner","body scrub and bath soak making supplies"
"1768735437-234","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/body-care/lotions-and-butters/dewy-rose-lotion-bar-project/PS000279.html","Dewy Rose Lotion Bar Project","30 minutes","Beginner","cocoa butter"
"1768735458-235","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/soap-making/cold-process/love-letter-soap-project/PS000280.html","Love Letter Soap Project","2 hours","Advanced","water discounting here."
"1768735477-236","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/body-care/lotions-and-butters/peony-and-amberwood-massage-oil-project/PS000282.html","Peony and Amberwood Massage Oil Project","30 minutes","Beginner","premade base"
"1768735497-237","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/body-care/lotions-and-butters/natural-whipped-shea-butter-project/PS000283.html","Natural Whipped Shea Butter Project","30 minutes","Beginner",""
"1768735517-238","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/cosmetics/shea-butter-and-mint-lip-balm-project/PS000284.html","Shea Butter and Mint Lip Balm Project","30 minutes","Beginner","handmade lip balm"
"1768735538-239","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/soap-making/cold-process/sea-salt-swirl-soap-project/PS000285.html","Sea Salt Swirl Soap Project","2 hours","Advanced","Midnight Waters Fragrance Oil"
"1768735558-240","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/body-care/soaks-and-scrubs/sea-salt-body-polish-project/PS000286.html","Sea Salt Body Polish Project","30 minutes","Beginner","wax"
"1768735578-241","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/soap-making/cold-process/charcoal-beer-soap-project/PS000289.html","Charcoal Beer Soap Project","2 hours","Advanced",""
"1768735598-242","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/skincare/green-tea-face-scrub-project/PS000290.html","Green Tea Face Scrub Project","30 minutes","Beginner","fragrance"
"1768735618-243","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/hemp-and-aloe-facial-soap-project/PS000291.html","Hemp and Aloe Facial Soap Project","2 hours","Intermediate","Learn more about using CBD here."
"1768735638-244","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/soap-making/cold-process/wildflower-breeze-soap-project/PS000292.html","Wildflower Breeze Soap Project","2 hours","Intermediate","Wildflower Breeze Fragrance Oil"
"1768735658-245","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/soap-making/cold-process/ray-of-sunshine-soap-project/PS000293.html","Ray of Sunshine Soap Project","2 hours","Advanced","Read our interview with her here!"
"1768735678-246","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/skincare/cbd-and-hemp-face-oil-project/PS000295.html","CBD and Hemp Face Oil Project","30 minutes","Beginner","skin-loving ingredients"
"1768735698-247","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/cosmetics/cbd-lip-balm-project/PS000296.html","CBD Lip Balm Project","30 minutes","Beginner","Click here to learn more"
"1768735718-248","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/candle-and-home/peaceful-lavender-candle-project/PS000297.html","Peaceful Lavender Candle Project","1 hour","Beginner",""
"1768735738-249","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/soap-making/cold-process/beach-paradise-soap-project/PS000298.html","Beach Paradise Soap Project","2 hours","Advanced",""
"1768735758-250","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/soap-making/melt-and-pour/sand-dollar-soap-project/PS000299.html","Sand Dollar Soap Project","1 hour","Beginner",""
"1768735778-251","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/bath-bombs/dragon-fruit-bath-truffle-project/PS000300.html","Dragon Fruit Bath Truffle Project","1 hour","Intermediate","papaya extract"
